left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
fvo,0.044362277,0.08394056,0.09438601,0.13231614,0.11821449,0.037508518,0.085295185,0.061620295,0.04438396,0.068551354,0.08562933,0.060563937,0.08172508,0.09287354,0.029603425,0.047961794,0.04958665,0.032080334,0.07774457,0.07705733
fvr,0.24962261,0.20946103,0.08919635,0.33922106,0.18143639,0.24804935,0.06792284,0.24230722,0.09324492,0.25039545,0.23088388,0.1565353,0.31962547,0.096337676,0.127833,0.07312385,0.073614374,0.064947404,0.22958666,0.26655146
fvu,0.13849553,0.09280583,0.15392946,0.12147209,0.102144375,0.11559637,0.12642744,0.20219147,0.09884769,0.1845923,0.18566144,0.17309037,0.06767444,0.049503323,0.035188287,0.12581904,0.13286512,0.102073744,0.090176076,0.08531609
fwc,0.5121094,0.12687573,0.15144537,0.24726053,0.072256155,0.17301583,0.3728433,0.49702913,0.58891463,0.46487015,0.21541896,0.09205802,0.17338458,0.1051024,0.32127613,0.28899488,0.09843266,0.42704862,0.2959565,0.29578525
fwl,0.11860875,0.11074399,0.28104767,0.48655152,0.21161634,0.09525052,0.22205628,0.2852108,0.19389038,0.20688117,0.14917648,0.21536961,0.09814563,0.3216115,0.25434175,0.19981813,0.071474016,0.24594757,0.31754327,0.1903194
fxa,0.1028983,0.20061088,0.23858431,0.07284993,0.1982528,0.10484024,0.10089649,0.08383836,0.16616368,0.29926217,0.15177351,0.1687201,0.1479889,0.107856415,0.17643891,0.06415172,0.177163,0.17090733,0.23719822,0.08037246
fxp,0.15410152,0.17851886,0.09511055,0.03564164,0.11793704,0.0435421,0.13571514,0.10021463,0.13928843,0.22435416,0.21285029,0.11027385,0.07875134,0.2538547,0.19955102,0.08836363,0.2525033,0.1591455,0.15437993,0.11736305
fya,0.13371003,0.14233717,0.23319319,0.15149932,0.15523697,0.16154361,0.1818201,0.20749211,0.1717314,0.14984772,0.106326565,0.15990302,0.21414468,0.14573142,0.17937177,0.11791504,0.16650614,0.13996083,0.1725117,0.15578595
fyi,0.16078728,0.34635535,0.50307703,0.39701077,0.22760054,0.34050557,0.43186256,0.42876917,0.28281265,0.4943398,0.25693762,0.31799814,0.4202938,0.26257598,0.32586908,0.14150995,0.10223824,0.2107695,0.29701686,0.28154296
fyo,0.27632982,0.2939334,0.10753163,0.13306208,0.39393726,0.11018066,0.3820566,0.13923922,0.1131885,0.12335314,0.2992632,0.41663086,0.13717178,0.46183863,0.19089171,0.2907949,0.10222559,0.107727915,0.08592271,0.1737431
fzp,0.14924741,0.17822303,0.15166722,0.1645477,0.0857485,0.14360568,0.11431103,0.13263255,0.11349958,0.11051774,0.116167486,0.17387167,0.15341102,0.12776977,0.1795768,0.14255983,0.22099562,0.12306839,0.12955742,0.18993744
gas,0.033259496,0.0751648,0.10098529,0.22117971,0.08334775,0.07701719,0.10883289,0.11221937,0.08945572,0.1016442,0.084538616,0.11138046,0.12606566,0.14318535,0.12904058,0.13030592,0.05811687,0.16924417,0.14137542,0.13319404
gay,0.15604615,0.10017292,0.08282983,0.12201476,0.09929158,0.089403026,0.12388167,0.17578849,0.113642894,0.1096821,0.12345087,0.10603084,0.09524314,0.17764015,0.116200574,0.09227131,0.13112316,0.111576185,0.09435861,0.10151434
gaz,0.12280667,0.068719484,0.10950978,0.06911817,0.07335404,0.07347283,0.057829566,0.07416247,0.1458781,0.12875628,0.08092081,0.13339159,0.14092311,0.06319654,0.05043026,0.065415084,0.093218006,0.09056941,0.061274197,0.078707
gbm,0.18544558,0.065774865,0.113426134,0.07928772,0.16153276,0.09859427,0.16243555,0.22748913,0.047042023,0.24887708,0.18501273,0.26658896,0.18816502,0.20963404,0.055574242,0.08096125,0.16320507,0.1958749,0.19065581,0.099599004
gbq,0.23482656,0.16910046,0.14502248,0.21862613,0.10211812,0.10423379,0.18806273,0.13225827,0.2662946,0.21885952,0.094427586,0.28616178,0.3591728,0.2362297,0.100116625,0.29238892,0.14237832,0.23823918,0.13195544,0.09153965
gco,0.1668335,0.13222443,0.12346677,0.0919296,0.11803212,0.14971706,0.11319336,0.084840894,0.07124623,0.10589101,0.109477624,0.0718753,0.028676625,0.121196315,0.1396885,0.18899909,0.11169729,0.1239346,0.10793215,0.1726287
gct,0.066793546,0.14459021,0.06377349,0.09120501,0.09718964,0.060082898,0.15430653,0.07813826,0.09209971,0.119168825,0.16189966,0.26112312,0.11317782,0.07255177,0.13690872,0.09380036,0.060993336,0.15715766,0.06909102,0.09402709
gdt,0.1655269,0.098179914,0.29298055,0.15614955,0.21754202,0.098007925,0.28172523,0.124228016,0.15163662,0.2941336,0.20563447,0.093740255,0.10776864,0.18076615,0.30037045,0.29498056,0.24977617,0.1418066,0.49072084,0.370849
gdy,0.32274628,0.24781655,0.38170472,0.21994504,0.14004889,0.12693185,0.10379763,0.33732143,0.1099345,0.11358619,0.075682886,0.112593055,0.09206822,0.14358021,0.10494314,0.3557626,0.115186304,0.13204415,0.099942006,0.4589614
gei,0.22118342,0.06765947,0.06341772,0.18349071,0.14133085,0.07887471,0.10185459,0.15775326,0.17388256,0.105423406,0.23584613,0.17346732,0.12436865,0.09845604,0.17463207,0.10282252,0.20990358,0.15513244,0.10840355,0.12624343
gep,0.08258769,0.09234597,0.20486873,0.06733366,0.08694048,0.09534338,0.14065218,0.035760127,0.03630774,0.10042718,0.110117994,0.09957002,0.11567392,0.09642145,0.061148256,0.06358959,0.14222074,0.13305363,0.044532683,0.08463558
geq,0.25333282,0.27379924,0.20712698,0.21537797,0.34484133,0.09223446,0.10428361,0.33579043,0.31238267,0.09583115,0.31226078,0.36534175,0.10697803,0.09761739,0.061288353,0.10826618,0.09656744,0.1496265,0.11951376,0.114420354
ggg,0.24514885,0.13775863,0.16829334,0.22936895,0.18663281,0.17983268,0.21493766,0.14621963,0.17795563,0.18204136,0.20803678,0.21235517,0.19368425,0.2863134,0.11397614,0.28627893,0.22492842,0.087633744,0.21219641,0.16964929
ggl,0.27143577,0.083635405,0.27605125,0.2730055,0.33418542,0.08823541,0.06387348,0.12188682,0.1308162,0.059038065,0.27240896,0.20527609,0.10992093,0.08000208,0.0811048,0.105821535,0.05031039,0.47486702,0.15404125,0.08971523
ghg,0.15514188,0.20031342,0.062762514,0.055519793,0.15047804,0.1170499,0.057655975,0.25584587,0.07980774,0.12949768,0.04347723,0.039573733,0.20087783,0.1062231,0.09894368,0.14179209,0.32824072,0.21826175,0.28057477,0.3115092
ghh,0.118491426,0.18624173,0.41387448,0.06713074,0.09544456,0.36338517,0.18649685,0.10649997,0.11625862,0.12554413,0.08805904,0.3889109,0.08369757,0.35967675,0.09178775,0.3004455,0.098983,0.17904757,0.09092592,0.2555956
gho,0.16591443,0.10502881,0.38618177,0.26050273,0.1455903,0.1087965,0.30763078,0.10798868,0.21908447,0.17473254,0.16603205,0.25361258,0.20790881,0.11839168,0.12960775,0.26964346,0.18614739,0.11098624,0.1290807,0.291986
ghq,0.15872267,0.10515118,0.16531932,0.11685932,0.11191948,0.117713995,0.17033333,0.072534926,0.13975301,0.07583119,0.09892082,0.08045277,0.08200409,0.066318065,0.07889713,0.088324636,0.07739946,0.11703071,0.079028375,0.14401384
ghw,0.101480134,0.10871394,0.10627378,0.08087936,0.11228066,0.17564863,0.074837595,0.112836346,0.23436043,0.10153577,0.20390731,0.16580239,0.10359292,0.036455963,0.1563124,0.10974827,0.10672553,0.11206422,0.1257926,0.110137485
gib,0.08923875,0.16671474,0.26653272,0.15197223,0.18705559,0.119451776,0.11775014,0.20165724,0.26268974,0.13613182,0.27003664,0.12760802,0.07784391,0.10067376,0.071073554,0.22355908,0.068092175,0.14548913,0.17595384,0.2299931
gij,0.035374325,0.14080924,0.10314977,0.03530932,0.1257852,0.10790081,0.14275652,0.051177412,0.088321194,0.07412456,0.048174378,0.047150977,0.14415012,0.07963096,0.09883987,0.22405514,0.1583364,0.058184903,0.11186156,0.052042942
gio,0.13490266,0.40843967,0.15830538,0.29289842,0.10909423,0.5405773,0.34603357,0.14932412,0.063212186,0.10587187,0.116025984,0.25186065,0.21048026,0.3961351,0.15255857,0.059253436,0.3352334,0.08561418,0.4153738,0.15161794
git,0.12786306,0.21503428,0.12640783,0.10519085,0.04595588,0.17431834,0.08807143,0.15168276,0.17218938,0.14966395,0.14661276,0.21705464,0.09838085,0.1863633,0.23799051,0.12571195,0.1533685,0.18488961,0.21037245,0.054939963
giv,0.13750136,0.11729871,0.2486367,0.18571836,0.15277998,0.17895731,0.17923662,0.099667385,0.15652056,0.08022566,0.2752096,0.13546261,0.24030794,0.069507524,0.16721836,0.08168419,0.11430044,0.16385078,0.07499939,0.1522539
giw,0.056891657,0.06812832,0.20928219,0.036087845,0.087129064,0.09190265,0.07166579,0.030536488,0.070048854,0.08900252,0.11953394,0.076196626,0.04741489,0.087458074,0.08458504,0.059336033,0.07120225,0.09969767,0.0454579,0.06838517
giy,0.053639017,0.062031604,0.089568734,0.10751804,0.072753,0.3000201,0.2216024,0.1978291,0.15893295,0.16162929,0.0676997,0.23640946,0.115369454,0.102839306,0.15699233,0.11953579,0.18075508,0.16588078,0.14625876,0.06469531
giz,0.17471859,0.0969448,0.10970446,0.12933153,0.12575316,0.09500193,0.12438257,0.13932864,0.1367621,0.22366232,0.16956553,0.13935702,0.16899455,0.041739084,0.08135848,0.090799466,0.2298415,0.25043088,0.359905,0.09501402
gjf,0.08332081,0.17662302,0.07284345,0.11677101,0.09069796,0.056680176,0.07171225,0.10335057,0.072125494,0.06466718,0.065264314,0.023212736,0.062772706,0.074202806,0.04890169,0.10137173,0.11426509,0.060642987,0.16444558,0.042359225
glc,0.08564178,0.16551326,0.21231376,0.07665816,0.11159564,0.09061551,0.11585604,0.14808479,0.11768063,0.060801946,0.04721331,0.10955981,0.06844639,0.112002134,0.0824781,0.04497524,0.04995086,0.12777306,0.11255717,0.105180785
glk,0.33830702,0.10766933,0.1397896,0.18535686,0.09850758,0.22906338,0.085049376,0.06636378,0.11224842,0.31790906,0.14091605,0.14127788,0.4239395,0.11670498,0.42882273,0.28739357,0.3503122,0.111637965,0.116986476,0.1952006
glq,0.20976041,0.14244264,0.19472973,0.11704828,0.047383986,0.08738898,0.080596164,0.18653955,0.0993675,0.09958352,0.09915432,0.0743704,0.09091301,0.1572485,0.058440246,0.13812865,0.1925185,0.106699124,0.08996905,0.18965533
gls,0.06685558,0.032170154,0.07958439,0.07249072,0.062106125,0.14421818,0.0712522,0.07968736,0.040875174,0.030368764,0.1519988,0.11420031,0.08838327,0.13619083,0.0628181,0.15153323,0.097722545,0.13115476,0.03667918,0.19446598
gml,0.08225581,0.10413466,0.10895719,0.1002341,0.06873354,0.098749116,0.14400654,0.038189366,0.119989425,0.05325231,0.12600426,0.17445587,0.20313878,0.13644466,0.100679666,0.08692209,0.19310671,0.12354785,0.06451227,0.11164783
gmt,0.085007116,0.10307748,0.2539128,0.19954851,0.113760136,0.17010358,0.17700192,0.13810019,0.14329709,0.29667208,0.08969844,0.09313038,0.09372322,0.18400484,0.14223257,0.165981,0.109609246,0.07537794,0.07081688,0.111624375
gnh,0.09979317,0.27961606,0.110649146,0.15044034,0.21772657,0.15611777,0.13128737,0.11759645,0.115913585,0.15097219,0.1184013,0.184753,0.19118795,0.13231874,0.16387786,0.178498,0.24377126,0.059902407,0.2672398,0.14836276
gno,0.062467903,0.13880986,0.19724755,0.07239697,0.17056677,0.09348904,0.18603534,0.062084865,0.1904631,0.13453388,0.13961525,0.13610157,0.062063254,0.1579924,0.061344504,0.06096148,0.14517549,0.05052228,0.044779047,0.10852058
gnu,0.11361636,0.12403727,0.076317936,0.24120253,0.27293366,0.05254063,0.29645768,0.052398793,0.09679808,0.11446282,0.39092875,0.116894685,0.29943386,0.31981868,0.29352292,0.29272968,0.16000709,0.03477204,0.06151727,0.26641876
gny,0.094595775,0.110152274,0.07117507,0.09585214,0.09342821,0.06621446,0.048606742,0.06192288,0.08390104,0.08210937,0.09010479,0.100656606,0.055970013,0.08003742,0.07399387,0.10125511,0.17995572,0.070607975,0.07414549,0.09626296
god,0.26161176,0.18494153,0.29516995,0.22577775,0.17285553,0.086034164,0.14145184,0.20548226,0.2016389,0.36742097,0.06044524,0.09886442,0.09719943,0.09920053,0.1952253,0.19588165,0.31517643,0.32888776,0.3627808,0.10142085
goj,0.10169878,0.04727862,0.40886238,0.28682104,0.36686146,0.2988468,0.13017969,0.392424,0.059614263,0.11200932,0.1256738,0.11526273,0.28950804,0.13858522,0.106332526,0.092938304,0.17697562,0.20657411,0.083648935,0.08216849
gop,0.31943995,0.08351175,0.20149885,0.1078603,0.096437946,0.30381694,0.3460056,0.39111432,0.12510653,0.25607452,0.16766804,0.26756227,0.09459336,0.29736993,0.14518343,0.15112464,0.309753,0.05939908,0.47397768,0.251641
gpg,0.2658097,0.034199543,0.31990075,0.23832677,0.34534615,0.18031424,0.3478377,0.20268854,0.06351997,0.114227235,0.10400954,0.14868543,0.17863423,0.3264306,0.30449712,0.124445684,0.26475003,0.18552278,0.3275945,0.21477515
gpi,0.028658506,0.057129595,0.09129085,0.044844896,0.056085337,0.041542128,0.06261936,0.046459813,0.053753607,0.053937674,0.060072415,0.041425597,0.055243343,0.05183423,0.08307132,0.060314476,0.09219711,0.054020606,0.1296227,0.06307218
gpp,0.19087175,0.1430598,0.3902777,0.25564432,0.42125094,0.3430274,0.14408135,0.16256708,0.13238095,0.41086513,0.12351178,0.38432127,0.0931741,0.15140207,0.22019355,0.29348573,0.22768712,0.4630151,0.20714864,0.29979736
gpu,0.05412096,0.16290823,0.10550077,0.15140662,0.060329877,0.115207314,0.06360829,0.17352083,0.09160262,0.098769955,0.18635261,0.09147838,0.10555033,0.10585745,0.14624414,0.18699533,0.055035755,0.16612723,0.16460411,0.10815892
grm,0.108075425,0.13595933,0.07477757,0.10696289,0.11338432,0.13697357,0.19588226,0.11945126,0.046180435,0.08464676,0.15329888,0.15024032,0.10353835,0.12775728,0.09447088,0.09373668,0.08525181,0.13024281,0.092688024,0.13220897
gru,0.1571022,0.07755007,0.08247048,0.12835908,0.14431372,0.10162952,0.1819057,0.18686214,0.094054654,0.1515989,0.13461417,0.11944927,0.10226182,0.31918278,0.093078755,0.15533534,0.1560286,0.23344585,0.20846766,0.15398228
grx,0.298733,0.08580543,0.1669018,0.2604685,0.26974258,0.17458242,0.09299109,0.23799115,0.20928939,0.31475955,0.11113626,0.29920563,0.2799962,0.20453176,0.23277624,0.13597609,0.4285357,0.2369197,0.40909028,0.40831083
gsd,0.060098313,0.23116222,0.22415248,0.22490394,0.2578761,0.07455878,0.26732388,0.14710806,0.3039474,0.061261874,0.14383084,0.034742743,0.21281624,0.14143874,0.08674065,0.02208144,0.041415945,0.07162825,0.04606495,0.041968204
gtl,0.09817197,0.30687934,0.07579987,0.1535877,0.10332532,0.58665186,0.121704444,0.35696283,0.15827791,0.37191346,0.1726323,0.09827663,0.22341087,0.09058385,0.39609608,0.07820984,0.120593324,0.09597544,0.074347645,0.43866223
gtn,0.15067448,0.06692157,0.13014714,0.08592905,0.08877229,0.0821545,0.12920931,0.4146344,0.08268441,0.09300782,0.077046335,0.06748724,0.19071686,0.06066951,0.13238627,0.053054348,0.14969194,0.0848796,0.08982785,0.12599066
gtt,0.21802554,0.2158232,0.15075111,0.20298398,0.15567604,0.11461124,0.1781196,0.26901385,0.18426642,0.41794103,0.31594408,0.25160986,0.14099663,0.33588535,0.0644674,0.17655413,0.2178472,0.18209556,0.17485067,0.28373817
gty,0.08293642,0.14588103,0.076094404,0.08092066,0.089203805,0.10232264,0.16174096,0.107655466,0.09360786,0.1108169,0.063680194,0.086552575,0.11454659,0.09612823,0.051250275,0.075884864,0.1313174,0.09134358,0.07037601,0.15723513
guj,0.06836108,0.10551258,0.07075631,0.0850343,0.1740799,0.04995719,0.14500053,0.13549711,0.12707382,0.06588164,0.05857382,0.11466202,0.14644,0.06845407,0.12682424,0.07142294,0.24832706,0.06126485,0.09366136,0.02778361
gur,0.067803025,0.13513276,0.28340217,0.30038965,0.05554325,0.067113005,0.35318187,0.07228407,0.05210723,0.3346153,0.3223514,0.2718559,0.30572224,0.11926587,0.124620974,0.39583382,0.20353772,0.40677887,0.2076937,0.11412322
guu,0.13113275,0.18157269,0.1633234,0.123176314,0.23328471,0.24607882,0.11791034,0.16164064,0.31367055,0.13687031,0.14323832,0.07001587,0.16156748,0.16934365,0.192315,0.24682197,0.2628782,0.1055609,0.20042145,0.09493401
gux,0.18085136,0.09077769,0.10535469,0.05465453,0.12547018,0.54671186,0.08949258,0.076115735,0.06081079,0.08362478,0.37129182,0.16462953,0.26809663,0.15609613,0.49959257,0.06681323,0.43020946,0.16820122,0.099618,0.3246275
gvs,0.094243035,0.08263615,0.0971096,0.0797157,0.08301245,0.07863533,0.07192513,0.08769648,0.09391406,0.08618999,0.077917,0.052505005,0.086860396,0.05518016,0.05361037,0.053175174,0.06928863,0.0935287,0.07955582,0.07131451
gvy,0.109029785,0.17089775,0.1085673,0.093267664,0.14045794,0.1265652,0.14087492,0.08754617,0.18875958,0.17089659,0.11572623,0.12578085,0.13551919,0.1399268,0.12015411,0.14516689,0.13783173,0.1150925,0.12251576,0.080922686
gwk,0.04954672,0.18569438,0.105160564,0.17481916,0.11430085,0.41263545,0.34589306,0.31914937,0.095467426,0.3728338,0.15705799,0.11473031,0.35214883,0.33205774,0.17413975,0.25961807,0.29405978,0.099640094,0.40118134,0.2773213
gwq,0.22580041,0.038710456,0.117056385,0.18552426,0.019611707,0.15149972,0.11555326,0.18963438,0.2304326,0.11975205,0.057265684,0.06048763,0.12141642,0.03372816,0.02502681,0.119306445,0.059039004,0.06096047,0.12010978,0.23293348
gwv,0.104198486,0.18877056,0.23027653,0.100062184,0.14451528,0.067922816,0.23366204,0.16815118,0.2252703,0.22171901,0.2166042,0.16678026,0.11046083,0.31723896,0.3115026,0.11891919,0.11088291,0.2072376,0.15421492,0.22989066
gxd,0.09154972,0.17527497,0.11939728,0.13103047,0.0368036,0.10803999,0.14252426,0.22155687,0.12083566,0.12253152,0.17061757,0.18622887,0.23107684,0.09738207,0.07701013,0.07929939,0.071547225,0.11048921,0.11921901,0.16843632
gxn,0.08099569,0.2660004,0.060487565,0.055761013,0.060670078,0.3238878,0.22344811,0.252639,0.29303417,0.10678703,0.06016034,0.043829653,0.16301933,0.27849758,0.12731045,0.34065259,0.11489417,0.2688402,0.24564591,0.2265365
gxq,0.21946824,0.20507155,0.17280982,0.08065938,0.15596724,0.10881338,0.12899011,0.31451815,0.12045442,0.17998753,0.19998747,0.15301332,0.07956579,0.22993582,0.101570934,0.19940528,0.2455741,0.13479084,0.14771897,0.34023523
gxt,0.11641354,0.094184764,0.13432015,0.07565272,0.26231548,0.16398117,0.11284476,0.0746236,0.16501881,0.091840714,0.097898364,0.033418342,0.19043097,0.17983764,0.20261694,0.5527342,0.14843291,0.13242668,0.1682063,0.1659193
gyh,0.1513997,0.19748664,0.17126685,0.06548916,0.07623377,0.26058277,0.18264616,0.08334313,0.061254706,0.2042825,0.073041834,0.12654115,0.1236192,0.19113412,0.1611064,0.055670768,0.07220976,0.096637785,0.031229133,0.071298614
gyu,0.10980074,0.1238184,0.057082742,0.22409298,0.13833044,0.13096997,0.08828454,0.113432504,0.19954124,0.08936517,0.049493745,0.09718019,0.085797384,0.07140432,0.19964965,0.16788468,0.12756565,0.15907569,0.16033745,0.04734318
gyz,0.28044847,0.46257097,0.15988927,0.052831605,0.2913568,0.37319076,0.18967919,0.05443129,0.13369589,0.03818228,0.21920273,0.08159268,0.2718723,0.0979287,0.46140435,0.4433006,0.26867184,0.18978824,0.11227312,0.20063877
gzj,0.06604473,0.09801626,0.14682662,0.09034332,0.15746738,0.19504777,0.12855504,0.16660196,0.07410105,0.059493814,0.21657947,0.15363847,0.10618307,0.11748155,0.16069806,0.044051357,0.08486629,0.06502724,0.107403815,0.2057971
gzk,0.10276733,0.18886454,0.16058567,0.12739724,0.13339475,0.12660083,0.15469617,0.14656587,0.068664044,0.41301775,0.0916045,0.13707554,0.35075325,0.28154013,0.120339416,0.28208953,0.26985815,0.25363204,0.09922959,0.2978963
gzl,0.31116998,0.45910478,0.2622904,0.12237412,0.2015126,0.089591086,0.042491592,0.2797806,0.22499725,0.40160826,0.26714626,0.20596883,0.109724805,0.13810813,0.056700617,0.41218597,0.05226026,0.13123319,0.3025351,0.10005261
gzy,0.06728769,0.07841498,0.07109138,0.037911527,0.06438869,0.07048477,0.032236427,0.05690744,0.0495712,0.05411066,0.09121336,0.06149414,0.07247208,0.07981512,0.037544765,0.21293066,0.07111471,0.039344586,0.06763242,0.072205156
haa,0.118539155,0.101354,0.08734274,0.05970641,0.0448888,0.040968496,0.22650474,0.102105245,0.18230218,0.13895744,0.1403221,0.1257784,0.10624665,0.26444003,0.086966515,0.13773775,0.098887414,0.14787199,0.18797253,0.15606609
hab,0.38227835,0.51777977,0.36409014,0.042295776,0.1020904,0.27443722,0.11826591,0.32728493,0.33591428,0.060110394,0.24797142,0.068129554,0.0764728,0.08074011,0.1009741,0.09317163,0.047564883,0.03592272,0.24191128,0.124664485
hap,0.060256764,0.12759064,0.1663546,0.0867996,0.1106814,0.035238806,0.08057639,0.07469782,0.090652786,0.07127673,0.09979163,0.15613729,0.10130559,0.08309129,0.108027935,0.16342902,0.10957757,0.24429084,0.21521264,0.17485914
has,0.20421807,0.0942049,0.21934408,0.0975551,0.16324471,0.08937132,0.15900227,0.34957185,0.15918611,0.13856068,0.24315362,0.12415585,0.10877902,0.29289025,0.2938943,0.20696788,0.12827481,0.24965385,0.11929119,0.19352826
hay,0.08048108,0.056215294,0.14687555,0.15082175,0.05877383,0.2772034,0.13961583,0.15840499,0.049574517,0.22477886,0.21569684,0.13452846,0.14544621,0.13056913,0.08507756,0.07229863,0.28034055,0.11247222,0.08280781,0.066856384
haz,0.07207155,0.10415822,0.081374615,0.07798901,0.03806759,0.12487261,0.14023694,0.07453803,0.10099529,0.13335745,0.06442782,0.06664374,0.124959655,0.0685983,0.10520957,0.10511384,0.06154773,0.06524978,0.11132301,0.10358603
hbk,0.18851553,0.12837836,0.15282919,0.13067447,0.08595303,0.1260643,0.25298986,0.24332629,0.14185938,0.34676343,0.18784565,0.43126875,0.22311167,0.2473189,0.3576414,0.42273253,0.19603819,0.16812669,0.3492198,0.35871634
hbp,0.06502894,0.093732685,0.042606194,0.12797424,0.110121384,0.065040685,0.05871005,0.82332265,0.1858944,0.19671664,0.16529922,0.1349591,0.05967134,0.050713144,0.04062577,0.06692525,0.070190705,0.049623486,0.02793587,0.075893596
hcf,0.13885216,0.08909746,0.25954357,0.07808959,0.08145031,0.14080864,0.123536795,0.33455676,0.11896804,0.100373834,0.13310179,0.050942484,0.05264017,0.2373129,0.13343002,0.08407627,0.12800561,0.15693991,0.07701685,0.15013894
hcn,0.09969402,0.13247661,0.117123194,0.056724813,0.087748654,0.2918386,0.19680384,0.083810374,0.15850328,0.122511335,0.0921424,0.19748673,0.23829041,0.06503576,0.15281373,0.18537892,0.13274366,0.29572672,0.074795246,0.046150964
hdj,0.10163267,0.20525941,0.095952004,0.11083656,0.14978509,0.099730745,0.116860084,0.1376738,0.12629999,0.10899352,0.1455828,0.19672845,0.14979728,0.14621934,0.12856007,0.07461094,0.09651438,0.16988075,0.09179047,0.12633435
hem,0.13282606,0.10474634,0.029650241,0.05654943,0.12258431,0.080547735,0.04014615,0.052844465,0.084802344,0.07603249,0.031128589,0.03783329,0.02822993,0.054239918,0.015106166,0.095985636,0.039158545,0.081798196,0.059426792,0.03208001
heo,0.16160019,0.1473597,0.095265485,0.23503846,0.21349373,0.1651995,0.22961529,0.09366725,0.069870055,0.07771971,0.15703699,0.05330415,0.24140966,0.086530045,0.15631054,0.0821846,0.14905335,0.1160346,0.15026382,0.14694858
het,0.07691172,0.13150014,0.07363206,0.20422788,0.17784196,0.18593311,0.16900845,0.23323375,0.13151717,0.1905688,0.1651419,0.113665536,0.087590024,0.1604408,0.1050341,0.042899814,0.1372382,0.089653514,0.15906905,0.094300576
hez,0.036039814,0.13905062,0.59349084,0.09292256,0.07908192,0.030434325,0.20139751,0.34607103,0.037706085,0.33684444,0.04631844,0.07220006,0.03936705,0.052093033,0.30721682,0.037690546,0.33281943,0.081949964,0.34352306,0.26002675
hfc,0.26977786,0.30791506,0.05001588,0.044365656,0.48506534,0.030003944,0.03045062,0.021386731,0.16543682,0.025533974,0.14910148,0.042919073,0.084601514,0.16910481,0.12469389,0.27471045,0.47783816,0.16851903,0.048436835,0.184545
hfm,0.3596027,0.07940213,0.06667054,0.31673062,0.1721066,0.25805828,0.044940673,0.096416086,0.30945268,0.1529687,0.4506092,0.4538954,0.38132024,0.08278403,0.30780077,0.10021375,0.09879336,0.10919653,0.15945607,0.062164478
hfx,0.094926596,0.05204427,0.056066353,0.11311695,0.1523728,0.14061949,0.12361501,0.1255576,0.13295726,0.13116555,0.10645181,0.1171266,0.09561968,0.072579175,0.14259627,0.075332075,0.16071013,0.11142056,0.08104995,0.099102095
hgd,0.19992593,0.0649901,0.11193189,0.072265334,0.09316991,0.075285286,0.062144957,0.09405634,0.057359263,0.06381737,0.21446638,0.05154284,0.09411866,0.10715519,0.07074366,0.045684602,0.04460959,0.09097512,0.16684371,0.06909774
hgi,0.19519247,0.08828696,0.14319003,0.102739304,0.062002517,0.050540365,0.14799604,0.05785556,0.05528167,0.07803852,0.07442543,0.06238232,0.05758502,0.15941398,0.06354085,0.115391165,0.1011985,0.06383598,0.15889055,0.10443354
hgp,0.19883485,0.07178664,0.17580715,0.16556956,0.12020397,0.09552266,0.12202911,0.22632824,0.079580404,0.2725013,0.15634449,0.087878525,0.2227238,0.20120662,0.13835476,0.1495189,0.13610108,0.1826174,0.21698427,0.15609974
hgw,0.19605318,0.38351476,0.28969952,0.13714999,0.2137012,0.11138597,0.2447807,0.21210587,0.08943157,0.28702414,0.10043075,0.23698084,0.13923977,0.1335623,0.14119276,0.1927576,0.13729328,0.17041375,0.16755909,0.08054147
hgx,0.20645607,0.17228591,0.23290765,0.055493157,0.10195983,0.22202928,0.15633915,0.10193587,0.04903035,0.12642527,0.0911337,0.3315077,0.17651536,0.052564867,0.13180208,0.17431973,0.058417827,0.26720124,0.28024527,0.1749377
hhj,0.22953407,0.2921509,0.21755928,0.13753115,0.09993297,0.091407076,0.0567614,0.1711742,0.14959508,0.1343626,0.19614747,0.14594072,0.100555286,0.19206998,0.12056725,0.21527557,0.13821983,0.13974258,0.124629214,0.11996776
hhn,0.08153424,0.08724681,0.119202144,0.07534757,0.0908649,0.085746996,0.053521417,0.110199735,0.0606375,0.1782763,0.046501994,0.17534775,0.033942908,0.07996682,0.08200483,0.18894741,0.08166386,0.08537857,0.11352958,0.073590435
hia,0.12531191,0.19275534,0.052933622,0.2202171,0.11643609,0.19985183,0.1349117,0.06505362,0.11042595,0.20580685,0.060468666,0.09174943,0.2802851,0.18672827,0.102244206,0.2819975,0.1309139,0.24760714,0.24629733,0.17424454
hih,0.09735807,0.15987645,0.087715216,0.06925091,0.061950073,0.060746398,0.08172847,0.09340796,0.08312315,0.10533114,0.10019772,0.110499196,0.098588996,0.08609827,0.1515365,0.126244,0.09392689,0.11046803,0.08753333,0.13547093
hik,0.08086531,0.068894744,0.12251878,0.20849293,0.15108934,0.0782065,0.13537544,0.09040209,0.11385075,0.23542698,0.08675024,0.0710707,0.10583399,0.123902135,0.124007784,0.09178539,0.057116948,0.13970354,0.12502296,0.081620686
hip,0.107459195,0.20700552,0.50666106,0.43712395,0.18684174,0.12411601,0.18834363,0.14184707,0.3526768,0.11954997,0.17400026,0.22774845,0.23472506,0.17730394,0.5251201,0.06990203,0.1277478,0.08296098,0.050309256,0.2460938
